deal_id,deal_date,customer_id,broker_id,property_id,offer_price,final_price,mortgage,loan_rate,status,close_date,channel,lead_source,notes_freeform,price_band
DEAL301914,2025-02-27,CUST104115,BRK50127,PROP200938,13962591,14678628,Yes,10.77,Cancelled,,Online Portal,Google Ads,na,High
DEAL301915,2023-09-05,CUST103568,BRK50219,PROP202738,13797059,14851493,Yes,10.61,Closed,2023-10-29,Social Media,Google Ads,see email,High
DEAL301916,2018-12-12,CUST100449,BRK50238,PROP200424,9820117,10013010,Yes,10.35,Closed,2019-02-11,Cold Call,Google Ads,??,High
DEAL301917,2020-12-10,CUST102381,BRK50014,PROP202484,11533491,11276858,Yes,,Closed,2021-02-18,Email Campaign,Broker Referral,??,High
DEAL301918,2022-04-21,CUST104248,BRK50175,PROP207253,7526108,7982109,No,10.04,Closed,2022-07-05,Cold Call,Facebook,see email,Mid
DEAL301919,2021-04-07,CUST103681,BRK50310,PROP207646,6027478,,Yes,9.89,Closed,2021-04-18,Online Portal,Google Ads,N/A,
DEAL301920,2022-02-12,CUST102370,BRK50297,PROP203277,9915128,10117031,Yes,9.15,Closed,2022-04-11,Social Media,Newspaper,urgent,High
DEAL301921,2019-07-03,CUST100684,BRK50001,PROP202522,12581719,12495792,No,9.34,Closed,2019-09-23,Referral,Broker Referral,,High
DEAL301922,2024-12-05,CUST104195,BRK50421,PROP204063,12517462,,No,8.28,Closed,2025-01-25,Online Portal,Facebook,urgent,
DEAL301923,2020-09-30,CUST100580,BRK50028,PROP202861,10017550,9872722,Yes,10.18,Closed,2020-12-04,Online Portal,Billboard,,High
DEAL301924,2023-05-05,CUST103759,BRK50182,PROP206667,4885863,4685437,Yes,7.71,Closed,2023-07-29,Social Media,Website,urgent,Mid
DEAL301925,2024-04-03,CUST101089,BRK50433,PROP205887,8016163,8353950,Yes,10.16,Closed,2024-04-14,Referral,Billboard,see email,High
DEAL301926,2021-08-25,CUST100382,BRK50300,PROP205447,7837160,7898301,Yes,10.82,Closed,2021-09-28,Social Media,Broker Referral,see email,Mid
DEAL301927,2025-01-13,CUST101127,BRK50374,PROP205783,13904016,13285000,No,7.78,Closed,2025-03-05,Referral,Billboard,,High
DEAL301928,2021-03-24,CUST104730,BRK50322,PROP203710,7574473,7480830,Yes,7.35,Pending,,Referral,Billboard,,Mid
DEAL301929,2019-03-21,CUST101023,BRK50311,PROP204798,9134873,,No,10.83,Pending,,Email Campaign,Billboard,ok,
DEAL301930,2018-02-15,CUST101620,BRK50156,PROP200161,10112829,10310562,Yes,9.27,Closed,2018-05-07,Referral,Google Ads,see email,High
DEAL301931,2025-05-23,CUST100298,BRK50248,PROP202776,11799112,12082181,No,8.56,Closed,2025-06-04,Online Portal,Newspaper,na,High
DEAL301932,2019-08-29,CUST101004,BRK50229,PROP201039,12659976,12596116,Yes,8.96,Cancelled,,Online Portal,Facebook,urgent,High
DEAL301933,2019-03-31,CUST100458,BRK50095,PROP202731,7893973,,No,,Cancelled,,Referral,Instagram,ok,
DEAL301934,2020-11-26,CUST104419,BRK50006,PROP203684,7906084,8177787,No,9.44,Cancelled,,Referral,Billboard,na,High
DEAL301935,2023-12-26,CUST103536,BRK50066,PROP203443,9221908,9724025,No,10.33,Closed,2024-02-11,Referral,Website,urgent,High
DEAL301936,2020-06-01,CUST103140,BRK50178,PROP204001,3050846,3081770,Yes,,Closed,2020-06-23,Online Portal,Billboard,??,Mid
DEAL301937,2023-04-21,CUST104902,BRK50013,PROP204897,3639322,3773178,Yes,,Closed,2023-07-12,Online Portal,Website,na,Mid
DEAL301938,2025-03-21,CUST104719,BRK50355,PROP203143,10299599,10386237,No,8.82,Closed,2025-05-07,Walk-in,Instagram,,High
DEAL301939,2019-07-18,CUST101736,BRK50129,PROP200869,1424578,1425322,No,8.44,Closed,2019-08-10,Cold Call,Instagram,urgent,Low
DEAL301940,2024-01-11,CUST104736,BRK50473,PROP206875,8429901,9076432,No,,Pending,,Email Campaign,Instagram,see email,High
DEAL301941,2022-04-04,CUST103793,BRK50135,PROP203626,11018435,11576417,Yes,,Closed,2022-06-24,Online Portal,Broker Referral,N/A,High
DEAL301942,2021-02-27,CUST101492,BRK50123,PROP200200,8296008,8640489,Yes,11.43,Closed,2021-04-07,Cold Call,Newspaper,see email,High
DEAL301943,2023-07-12,CUST100164,BRK50191,PROP200215,9053417,9051195,Yes,,Closed,2023-10-03,Referral,Facebook,ok,High
DEAL301944,2021-02-23,CUST104936,BRK50078,PROP207277,5394143,5730291,Yes,7.46,Pending,,Referral,Billboard,??,Mid
DEAL301945,2025-05-04,CUST101181,BRK50310,PROP201029,9761585,9741505,No,,Closed,2025-07-22,Social Media,Billboard,N/A,High
DEAL301946,2020-02-20,CUST100516,BRK50478,PROP202136,5323829,5593567,Yes,8.77,Closed,2020-03-26,Referral,Facebook,,Mid
DEAL301947,2022-08-24,CUST101450,BRK50260,PROP206511,11735041,12185406,Yes,9.59,Cancelled,,Social Media,Instagram,na,High
DEAL301948,2020-05-14,CUST102862,BRK50297,PROP203665,9700493,9335698,Yes,9.98,Cancelled,,Social Media,Google Ads,client wants quick close,High
DEAL301949,2023-07-04,CUST103813,BRK50268,PROP201511,8883165,9440914,Yes,7.22,Pending,,Walk-in,Instagram,see email,High
DEAL301950,2019-03-26,CUST101618,BRK50044,PROP204952,10573947,10627723,Yes,,Closed,2019-05-01,Social Media,Google Ads,??,High
DEAL301951,2025-06-08,CUST104822,BRK50102,PROP202903,7036762,7344938,Yes,9.4,Pending,,Email Campaign,Website,,Mid
DEAL301952,2022-06-29,CUST102407,BRK50024,PROP200275,7319272,7527915,No,,Closed,2022-08-10,Social Media,Billboard,na,Mid
DEAL301953,2018-03-30,CUST104115,BRK50396,PROP204966,10747510,10416920,No,9.8,Closed,2018-04-27,Social Media,Instagram,client wants quick close,High
DEAL301954,2019-05-22,CUST104798,BRK50241,PROP205895,6725584,7042903,Yes,9.96,Closed,2019-07-21,Online Portal,Google Ads,see email,Mid
DEAL301955,2023-05-17,CUST101849,BRK50333,PROP205662,5422411,5615356,Yes,10.21,Closed,2023-07-06,Referral,Broker Referral,urgent,Mid
DEAL301956,2021-06-15,CUST101285,BRK50027,PROP202773,14418277,13768343,Yes,,Closed,2021-08-30,Email Campaign,Broker Referral,urgent,High
DEAL301957,2022-01-08,CUST100087,BRK50034,PROP206179,11188572,11602448,Yes,8.36,Cancelled,,Email Campaign,Website,na,High
DEAL301958,2023-08-04,CUST101525,BRK50196,PROP205125,2985622,3061249,Yes,,Closed,2023-10-04,Social Media,Google Ads,client wants quick close,Mid
DEAL301959,2023-10-10,CUST104100,BRK50254,PROP200540,4882718,5165566,Yes,8.1,Pending,,Referral,Facebook,urgent,Mid
DEAL301960,2021-06-20,CUST102136,BRK50080,PROP204485,8832574,9245387,Yes,10.84,Closed,2021-08-19,Social Media,Broker Referral,,High
DEAL301961,2021-01-08,CUST103222,BRK50065,PROP203874,10749684,10304354,Yes,10.53,Cancelled,,Email Campaign,Instagram,see email,High
DEAL301962,2023-07-18,CUST103996,BRK50278,PROP203510,12197575,12030147,No,,Closed,2023-09-26,Cold Call,Instagram,see email,High
DEAL301963,2022-04-03,CUST103511,BRK50214,PROP201234,10045369,9644121,Yes,9.65,Pending,,Online Portal,Instagram,see email,High
DEAL301964,2019-08-18,CUST101074,BRK50064,PROP203821,15845134,16096170,Yes,9.36,Closed,2019-09-15,Referral,Facebook,ok,Luxury
DEAL301965,2022-11-16,CUST102645,BRK50224,PROP207159,6088346,6470761,Yes,10.76,Closed,2022-12-12,Online Portal,Billboard,N/A,Mid
DEAL301966,2019-04-10,CUST100866,BRK50253,PROP206972,6434559,6484287,No,8.68,Closed,2019-04-23,Email Campaign,Billboard,urgent,Mid
DEAL301967,2021-03-30,CUST103579,BRK50242,PROP206990,8379715,8786600,Yes,,Cancelled,,Social Media,Instagram,client wants quick close,High
DEAL301968,2019-02-17,CUST102893,BRK50446,PROP206566,4606904,4421905,No,11.42,Pending,,Walk-in,Broker Referral,client wants quick close,Mid
DEAL301969,2018-11-03,CUST101274,BRK50330,PROP205852,8182849,7986821,Yes,,Closed,2019-01-26,Email Campaign,Google Ads,??,Mid
DEAL301970,2019-04-30,CUST103615,BRK50326,PROP200701,7602457,8195622,Yes,9.06,Cancelled,,Email Campaign,Billboard,ok,High
DEAL301971,2021-06-10,CUST100701,BRK50018,PROP207789,10190704,10379908,Yes,8.34,Closed,2021-07-01,Cold Call,Broker Referral,??,High
DEAL301972,2022-12-08,CUST101916,BRK50015,PROP203231,14559613,15127872,Yes,8.29,Closed,2023-03-07,Email Campaign,Billboard,N/A,Luxury
DEAL301973,2023-08-27,CUST102414,BRK50074,PROP202162,10159759,10508792,No,7.64,Cancelled,,Referral,Facebook,N/A,High
DEAL301974,2021-11-22,CUST103153,BRK50238,PROP201614,9783567,,Yes,8.79,Closed,2022-01-18,Referral,Google Ads,N/A,
DEAL301975,2024-10-25,CUST102406,BRK50160,PROP200770,12095224,11698602,Yes,9.42,Closed,2024-11-30,Email Campaign,Newspaper,na,High
DEAL301976,2022-08-13,CUST102325,BRK50001,PROP207165,11858349,12613581,Yes,7.92,Pending,,Cold Call,Website,ok,High
DEAL301977,2023-02-12,CUST101944,BRK50314,PROP203154,9476382,10168448,Yes,7.22,Closed,2023-03-15,Referral,Facebook,urgent,High
DEAL301978,2023-12-23,CUST104224,BRK50219,PROP207890,11433890,10962981,Yes,,Closed,2024-03-20,Social Media,Broker Referral,,High
DEAL301979,2018-05-18,CUST104765,BRK50402,PROP203911,10930249,11221856,Yes,7.37,Closed,2018-07-04,Walk-in,Newspaper,see email,High
DEAL301980,2020-09-19,CUST101108,BRK50062,PROP204137,12482787,13242007,Yes,8.97,Closed,2020-11-04,Social Media,Google Ads,??,High
DEAL301981,2024-10-09,CUST101582,BRK50025,PROP203073,7305483,7701699,Yes,9.21,Pending,,Referral,Broker Referral,see email,Mid
DEAL301982,2019-06-01,CUST104758,BRK50134,PROP203430,7061139,7413684,Yes,,Pending,,Social Media,Broker Referral,N/A,Mid
DEAL301983,2019-01-25,CUST100713,BRK50477,PROP201636,8085287,8671084,Yes,8.25,Closed,2019-02-13,Walk-in,Facebook,na,High
DEAL301984,2018-04-24,CUST103866,BRK50358,PROP200200,8288528,8172820,Yes,10.48,Closed,2018-06-07,Online Portal,Broker Referral,client wants quick close,High
DEAL301985,2020-05-27,CUST101342,BRK50193,PROP201006,10655990,10878472,No,10.05,Closed,2020-07-10,Cold Call,Instagram,na,High
DEAL301986,2018-09-02,CUST104516,BRK50141,PROP200318,5359371,,Yes,9.13,Closed,2018-11-18,Email Campaign,Newspaper,,
DEAL301987,2023-11-13,CUST103173,BRK50384,PROP200794,5392899,5262716,Yes,,Closed,2024-02-08,Referral,Instagram,urgent,Mid
DEAL301988,2023-09-21,CUST101379,BRK50453,PROP201287,8426314,8266794,Yes,7.98,Closed,2023-11-06,Online Portal,Facebook,client wants quick close,High
DEAL301989,2019-01-11,CUST103149,BRK50248,PROP207151,8518157,8786558,Yes,8.07,Pending,,Walk-in,Newspaper,??,High
DEAL301990,2021-07-26,CUST101202,BRK50111,PROP203961,11862956,11546389,Yes,8.15,Pending,,Walk-in,Website,see email,High
DEAL301991,2025-06-30,CUST101970,BRK50223,PROP201906,10990503,11839000,No,8.67,Closed,2025-09-05,Referral,Newspaper,urgent,High
DEAL301992,2023-06-26,CUST103221,BRK50083,PROP207347,1633672,1594997,Yes,8.83,Closed,2023-07-23,Email Campaign,Billboard,N/A,Low
DEAL301993,2025-02-27,CUST101358,BRK50360,PROP203321,9534383,9203706,Yes,9.26,Pending,,Email Campaign,Facebook,na,High
DEAL301994,2020-04-22,CUST103150,BRK50295,PROP200839,9717176,10363579,No,9.62,Closed,2020-06-07,Email Campaign,Facebook,urgent,High
DEAL301995,2022-07-01,CUST104487,BRK50086,PROP207139,5814479,5614426,Yes,7.6,Closed,2022-09-06,Referral,Broker Referral,,Mid
DEAL301996,2024-02-05,CUST104570,BRK50120,PROP204846,6348206,6811529,Yes,8.51,Cancelled,,Walk-in,Newspaper,na,Mid
DEAL301997,2023-05-14,CUST103006,BRK50158,PROP202854,9691572,10171656,Yes,7.5,Closed,2023-06-30,Cold Call,Newspaper,,High
DEAL301998,2018-11-30,CUST103658,BRK50280,PROP201265,13316012,13332718,Yes,7.93,Closed,2019-02-17,Email Campaign,Instagram,client wants quick close,High
DEAL301999,2023-12-24,CUST100230,BRK50427,PROP206724,7431508,7162137,Yes,9.0,Closed,2024-01-03,Referral,Website,N/A,Mid
DEAL302000,2024-11-19,CUST101003,BRK50304,PROP200139,11933230,11905523,Yes,8.23,Closed,2025-02-13,Social Media,Newspaper,see email,High
DEAL302001,2023-09-20,CUST101547,BRK50339,PROP207001,10240662,10380237,No,9.84,Closed,2023-11-19,Walk-in,Website,client wants quick close,High
DEAL302002,2022-03-29,CUST101069,BRK50250,PROP201486,5864587,6017767,Yes,9.02,Closed,2022-05-07,Social Media,Facebook,see email,Mid
DEAL302003,2018-03-28,CUST101824,BRK50444,PROP204464,9192306,9123840,Yes,9.07,Closed,2018-04-22,Email Campaign,Broker Referral,urgent,High
DEAL302004,2022-02-09,CUST103770,BRK50280,PROP204721,2490959,2409843,Yes,7.14,Closed,2022-03-07,Cold Call,Billboard,na,Low
DEAL302005,2024-11-11,CUST100282,BRK50183,PROP203269,10794004,10486077,Yes,10.38,Closed,2024-12-02,Email Campaign,Google Ads,??,High
DEAL302006,2020-10-13,CUST104298,BRK50485,PROP202127,12747002,13111024,Yes,8.31,Closed,2020-12-13,Referral,Instagram,N/A,High
DEAL302007,2020-03-26,CUST103833,BRK50039,PROP201385,12540941,13020603,Yes,10.97,Closed,2020-04-12,Email Campaign,Billboard,,High
DEAL302008,2022-12-03,CUST103171,BRK50425,PROP202632,11700311,11210456,Yes,8.01,Closed,2022-12-15,Referral,Facebook,urgent,High
DEAL302009,2019-02-15,CUST104227,BRK50334,PROP201193,9303169,9781900,Yes,11.25,Closed,2019-05-07,Walk-in,Instagram,,High
DEAL302010,2021-03-08,CUST104227,BRK50038,PROP204025,10318710,10197330,Yes,,Closed,2021-05-26,Cold Call,Google Ads,ok,High
DEAL302011,2018-07-04,CUST104302,BRK50242,PROP206854,8894949,9191401,Yes,10.27,Pending,,Walk-in,Instagram,see email,High
DEAL302012,2023-06-20,CUST104351,BRK50155,PROP204461,9134622,8726139,Yes,,Closed,2023-08-12,Walk-in,Broker Referral,N/A,High
DEAL302013,2020-04-11,CUST101576,BRK50050,PROP207359,8079812,8275951,Yes,9.8,Pending,,Cold Call,Billboard,client wants quick close,High
DEAL302014,2019-09-25,CUST103879,BRK50121,PROP202838,10372894,10996092,Yes,11.43,Closed,2019-10-28,Email Campaign,Google Ads,??,High
DEAL302015,2023-10-05,CUST101463,BRK50079,PROP201372,6869450,7322457,Yes,10.17,Closed,2023-12-13,Email Campaign,Billboard,see email,Mid
DEAL302016,2019-06-01,CUST102331,BRK50274,PROP202357,10556362,10052126,Yes,9.91,Closed,2019-07-31,Online Portal,Website,,High
DEAL302017,2023-11-08,CUST100502,BRK50296,PROP203900,13651471,13827515,Yes,,Closed,2023-12-29,Social Media,Newspaper,N/A,High
DEAL302018,2022-09-08,CUST100589,BRK50180,PROP204177,10626571,11415010,Yes,10.02,Pending,,Social Media,Billboard,N/A,High
DEAL302019,2022-10-30,CUST102229,BRK50199,PROP202280,9594007,9812807,No,8.26,Pending,,Email Campaign,Facebook,see email,High
DEAL302020,2020-05-26,CUST103959,BRK50325,PROP204994,5432793,5607930,No,-1.0,Closed,2020-06-06,Email Campaign,Broker Referral,ok,Mid
DEAL302021,2022-08-05,CUST103228,BRK50491,PROP200841,13816484,13964557,No,7.88,Closed,2022-08-18,Online Portal,Google Ads,client wants quick close,High
DEAL302022,2025-05-05,CUST104882,BRK50370,PROP204963,13924628,13429418,Yes,10.31,Pending,,Cold Call,Newspaper,na,High
DEAL302023,2024-12-03,CUST102000,BRK50178,PROP202391,13128243,14140035,Yes,9.86,Pending,,Social Media,Facebook,urgent,High
DEAL302024,2022-12-14,CUST102400,BRK50343,PROP203389,12161989,12528309,No,10.77,Closed,2023-03-13,Referral,Instagram,client wants quick close,High
DEAL302025,2023-01-05,CUST102988,BRK50239,PROP203299,3462849,3293170,Yes,9.7,Cancelled,,Cold Call,Google Ads,??,Mid
DEAL302026,2020-05-12,CUST104403,BRK50287,PROP202765,5689969,5705745,Yes,10.98,Closed,2020-06-17,Referral,Broker Referral,ok,Mid
DEAL302027,2020-03-12,CUST100120,BRK50440,PROP200115,10252262,10800539,Yes,9.92,Closed,2020-04-30,Cold Call,Billboard,??,High
DEAL302028,2023-07-12,CUST101674,BRK50285,PROP200935,7174833,7371105,Yes,11.23,Pending,,Online Portal,Instagram,N/A,Mid
DEAL302029,2019-11-18,CUST102913,BRK50273,PROP202681,11496626,11806870,Yes,8.97,Closed,2019-12-13,Referral,Google Ads,ok,High
DEAL302030,2024-06-28,CUST102198,BRK50020,PROP207453,12390708,12788495,Yes,8.56,Pending,,Walk-in,Website,na,High
DEAL302031,2020-11-26,CUST102136,BRK50325,PROP200917,9638753,9872011,Yes,-1.0,Pending,,Walk-in,Billboard,na,High
DEAL302032,2024-01-03,CUST100427,BRK50069,PROP201996,10320169,9924365,Yes,,Closed,2024-01-15,Referral,Facebook,urgent,High
DEAL302033,2021-11-27,CUST100547,BRK50125,PROP205067,15580387,16347566,Yes,,Closed,2022-01-24,Social Media,Newspaper,urgent,Luxury
DEAL302034,2021-07-01,CUST104973,BRK50335,PROP204547,8333078,8516945,Yes,,Closed,2021-08-20,Online Portal,Newspaper,see email,High
DEAL302035,2018-02-06,CUST100194,BRK50493,PROP205410,8279845,8455262,No,,Closed,2018-03-03,Online Portal,Instagram,??,High
DEAL302036,2024-10-20,CUST103537,BRK50423,PROP200459,3283998,3331973,Yes,8.79,Closed,2024-12-18,Referral,Facebook,see email,Mid
DEAL302037,2019-09-11,CUST100623,BRK50128,PROP202152,3996403,4207137,Yes,,Pending,,Cold Call,Website,client wants quick close,Mid
DEAL302038,2025-06-13,CUST102038,BRK50160,PROP202659,8192839,,No,8.66,Pending,,Online Portal,Newspaper,??,
DEAL302039,2019-08-11,CUST102769,BRK50285,PROP200434,8345949,8852972,Yes,9.06,Closed,2019-11-05,Email Campaign,Broker Referral,ok,High
DEAL302040,2018-03-08,CUST100664,BRK50219,PROP207903,7603164,7891747,Yes,,Closed,2018-05-26,Online Portal,Facebook,na,Mid
DEAL302041,2020-07-01,CUST101087,BRK50399,PROP205113,2960233,2948095,No,9.48,Closed,2020-09-01,Walk-in,Billboard,see email,Low
DEAL302042,2021-09-28,CUST103601,BRK50057,PROP200772,9734652,9744307,Yes,10.08,Pending,,Cold Call,Facebook,client wants quick close,High
DEAL302043,2018-02-07,CUST100943,BRK50360,PROP200221,11629618,12106790,Yes,8.09,Closed,2018-03-23,Referral,Billboard,??,High
DEAL302044,2022-08-06,CUST100603,BRK50094,PROP201760,8504044,8437383,Yes,,Closed,2022-09-15,Walk-in,Google Ads,client wants quick close,High
DEAL302045,2024-07-16,CUST103620,BRK50476,PROP207942,4686664,4916285,Yes,11.32,Closed,2024-09-08,Walk-in,Website,client wants quick close,Mid
DEAL302046,2025-01-23,CUST101002,BRK50450,PROP203747,5488546,5809104,No,,Closed,2025-04-20,Cold Call,Website,na,Mid
DEAL302047,2024-06-11,CUST104626,BRK50419,PROP206841,8684830,9345053,Yes,,Closed,2024-07-09,Online Portal,Facebook,see email,High
DEAL302048,2022-11-15,CUST102454,BRK50267,PROP201808,1510075,1624946,Yes,9.34,Closed,2023-01-08,Social Media,Newspaper,see email,Low
DEAL302049,2018-02-23,CUST102617,BRK50377,PROP202383,5806767,6026048,No,8.23,Closed,2018-03-07,Social Media,Newspaper,urgent,Mid
DEAL302050,2020-05-26,CUST103217,BRK50185,PROP204797,10963313,10802301,Yes,7.11,Closed,2020-07-12,Cold Call,Instagram,N/A,High
DEAL302051,2022-09-18,CUST101040,BRK50212,PROP200863,8740886,8694724,No,11.02,Closed,2022-11-08,Email Campaign,Facebook,N/A,High
DEAL302052,2023-07-25,CUST100708,BRK50413,PROP207121,7209426,7482738,Yes,10.49,Closed,2023-08-15,Walk-in,Google Ads,na,Mid
DEAL302053,2019-08-16,CUST103710,BRK50434,PROP203687,10656056,10662275,Yes,8.1,Closed,2019-11-11,Walk-in,Website,N/A,High
DEAL302054,2024-10-24,CUST102531,BRK50238,PROP206668,3690136,3618537,Yes,10.0,Closed,2024-11-11,Walk-in,Website,urgent,Mid
DEAL302055,2022-04-19,CUST103509,BRK50000,PROP207220,5812254,5874283,Yes,11.49,Cancelled,,Online Portal,Facebook,ok,Mid
DEAL302056,2021-05-29,CUST102153,BRK50412,PROP202019,6186975,5947238,No,8.11,Closed,2021-06-22,Cold Call,Facebook,ok,Mid
DEAL302057,2020-06-29,CUST103193,BRK50382,PROP207428,11396486,12027984,Yes,8.22,Closed,2020-09-20,Email Campaign,Newspaper,,High
DEAL302058,2024-07-03,CUST101687,BRK50213,PROP202621,10539735,10099666,Yes,9.92,Closed,2024-08-07,Email Campaign,Google Ads,ok,High
DEAL302059,2022-11-09,CUST104237,BRK50121,PROP200610,16769255,17034695,No,10.17,Pending,,Walk-in,Newspaper,??,Luxury
DEAL302060,2018-12-10,CUST101440,BRK50187,PROP207758,5537327,5641067,Yes,10.52,Closed,2019-02-13,Walk-in,Billboard,client wants quick close,Mid
DEAL302061,2024-12-26,CUST103704,BRK50450,PROP203283,13882843,14357638,Yes,8.0,Cancelled,,Online Portal,Broker Referral,ok,High
DEAL302062,2021-03-04,CUST100529,BRK50237,PROP202761,11464214,11758354,Yes,7.63,Closed,2021-05-13,Referral,Instagram,client wants quick close,High
DEAL302063,2019-03-12,CUST102958,BRK50128,PROP200614,8002520,8168662,Yes,,Closed,2019-05-20,Social Media,Facebook,ok,High
DEAL302064,2022-01-10,CUST100368,BRK50400,PROP200119,13317927,13763420,Yes,10.41,Pending,,Cold Call,Facebook,urgent,High
DEAL302065,2019-06-26,CUST104561,BRK50253,PROP203667,11854239,12797447,No,9.48,Cancelled,,Online Portal,Instagram,,High
DEAL302066,2019-06-29,CUST103346,BRK50019,PROP203572,7635860,7311059,Yes,7.69,Closed,2019-09-12,Referral,Instagram,urgent,Mid
DEAL302067,2024-05-10,CUST101919,BRK50348,PROP202399,6008641,5765046,No,10.61,Closed,2024-07-10,Walk-in,Newspaper,na,Mid
DEAL302068,2023-06-15,CUST103563,BRK50372,PROP200316,11150862,11518401,Yes,-1.0,Closed,2023-08-12,Walk-in,Facebook,ok,High
DEAL302069,2021-01-18,CUST100149,BRK50413,PROP201697,7991091,8517323,Yes,7.73,Pending,,Walk-in,Facebook,,High
DEAL302070,2025-06-01,CUST102354,BRK50325,PROP206314,7740885,7600486,No,9.28,Pending,,Social Media,Broker Referral,urgent,Mid
DEAL302071,2020-07-14,CUST103933,BRK50262,PROP202291,4841025,4897154,Yes,10.18,Closed,2020-09-09,Walk-in,Website,,Mid
DEAL302072,2023-11-03,CUST104030,BRK50096,PROP200511,9854003,10289501,Yes,8.31,Closed,2024-01-20,Cold Call,Billboard,ok,High
DEAL302073,2019-02-24,CUST101089,BRK50448,PROP206576,12948214,13464380,Yes,,Closed,2019-03-14,Cold Call,Newspaper,ok,High
DEAL302074,2020-01-16,CUST100527,BRK50044,PROP205968,12488625,12173884,No,9.8,Closed,2020-03-31,Email Campaign,Facebook,N/A,High
DEAL302075,2019-11-12,CUST103803,BRK50432,PROP206525,10109561,10106768,Yes,,Closed,2020-01-22,Referral,Instagram,,High
DEAL302076,2023-06-22,CUST101016,BRK50424,PROP202388,11650865,11485631,Yes,11.27,Pending,,Email Campaign,Facebook,client wants quick close,High
DEAL302077,2024-12-10,CUST104844,BRK50272,PROP200252,9995263,9813616,Yes,8.69,Closed,2025-01-27,Online Portal,Newspaper,ok,High
DEAL302078,2020-03-30,CUST100594,BRK50204,PROP207380,8607702,9127926,No,7.6,Cancelled,,Social Media,Website,N/A,High
DEAL302079,2019-07-16,CUST104233,BRK50451,PROP201846,11173548,10825042,No,9.46,Pending,,Social Media,Instagram,urgent,High
DEAL302080,2019-11-04,CUST103819,BRK50251,PROP201584,12112602,13038326,No,,Cancelled,,Cold Call,Newspaper,,High
DEAL302081,2021-03-22,CUST101451,BRK50269,PROP201509,9013668,8772022,Yes,11.08,Cancelled,,Cold Call,Billboard,,High
DEAL302082,2023-08-05,CUST100807,BRK50118,PROP203498,3145824,3262089,Yes,10.62,Pending,,Email Campaign,Broker Referral,client wants quick close,Mid
DEAL302083,2022-04-20,CUST100878,BRK50373,PROP206232,11561996,12414513,Yes,7.02,Cancelled,,Walk-in,Broker Referral,ok,High
DEAL302084,2018-11-04,CUST103278,BRK50290,PROP203543,4244411,4501978,Yes,7.05,Closed,2018-12-17,Referral,Website,urgent,Mid
DEAL302085,2021-04-19,CUST103686,BRK50252,PROP202007,6161406,6048977,Yes,10.5,Closed,2021-07-03,Referral,Broker Referral,see email,Mid
DEAL302086,2022-11-04,CUST103815,BRK50152,PROP203123,11205204,11589813,No,8.2,Closed,2023-01-23,Referral,Instagram,see email,High
DEAL302087,2019-09-18,CUST103752,BRK50448,PROP205556,11474057,11511879,No,9.31,Cancelled,,Walk-in,Instagram,na,High
DEAL302088,2023-12-22,CUST104751,BRK50359,PROP203217,2200785,2165498,No,9.32,Cancelled,,Online Portal,Instagram,N/A,Low
DEAL302089,2025-02-08,CUST103606,BRK50448,PROP205698,7943650,7616175,Yes,,Cancelled,,Referral,Billboard,see email,Mid
DEAL302090,2022-09-01,CUST103619,BRK50394,PROP203931,14735061,,Yes,7.23,Closed,2022-09-25,Cold Call,Broker Referral,??,
DEAL302091,2023-11-25,CUST101706,BRK50256,PROP203966,8846237,,No,9.21,Closed,2024-01-17,Walk-in,Broker Referral,na,
DEAL302092,2020-01-23,CUST103179,BRK50003,PROP202477,6308654,6800885,No,10.9,Closed,2020-03-22,Social Media,Broker Referral,??,Mid
DEAL302093,2019-04-17,CUST102915,BRK50321,PROP205269,11907349,11742656,Yes,10.31,Closed,2019-05-23,Online Portal,Google Ads,??,High
DEAL302094,2019-03-20,CUST100612,BRK50218,PROP206379,8466928,8964700,Yes,7.68,Closed,2019-06-05,Referral,Facebook,urgent,High
DEAL302095,2023-06-26,CUST103960,BRK50014,PROP201735,15248522,14730646,Yes,10.87,Closed,2023-08-16,Online Portal,Website,client wants quick close,High
DEAL302096,2022-12-31,CUST104874,BRK50436,PROP201099,3812514,4058365,No,9.61,Pending,,Online Portal,Instagram,,Mid
DEAL302097,2021-06-20,CUST104624,BRK50031,PROP206300,5570493,5836573,No,9.01,Closed,2021-08-02,Referral,Billboard,N/A,Mid
DEAL302098,2020-03-25,CUST100415,BRK50332,PROP202189,7476489,7847635,No,9.11,Cancelled,,Online Portal,Website,urgent,Mid
DEAL302099,2018-12-26,CUST102230,BRK50166,PROP203884,5078897,5030873,Yes,,Closed,2019-03-09,Referral,Broker Referral,client wants quick close,Mid
DEAL302100,2019-02-20,CUST104419,BRK50028,PROP207430,7393961,7030512,Yes,,Closed,2019-03-13,Social Media,Newspaper,na,Mid
DEAL302101,2019-05-15,CUST102649,BRK50431,PROP204065,8178198,8496295,Yes,9.64,Closed,2019-07-04,Cold Call,Google Ads,N/A,High
DEAL302102,2018-01-18,CUST102724,BRK50113,PROP202590,6090247,6337156,Yes,8.23,Closed,2018-01-29,Referral,Google Ads,ok,Mid
DEAL302103,2024-01-21,CUST102748,BRK50174,PROP204522,10078199,10373839,Yes,9.29,Closed,2024-02-17,Online Portal,Broker Referral,na,High
