property_id,age_years,condition,hoa_fee,energy_rating,school_score,walk_score,amenity_CCTV,amenity_Club House,amenity_Garden,amenity_Gym,amenity_Intercom,amenity_Lift,amenity_Parking,amenity_Play Area,amenity_Pool,amenity_Power Backup,amenity_Security,amenity_Wifi
PROP200933,13.0,Good,2047.0,C,71.0,85.0,0,0,0,0,1,1,1,0,0,0,0,0
PROP200934,26.0,Old,3171.0,D,79.0,45.0,0,1,0,0,1,0,0,0,0,0,1,0
PROP200935,23.0,New,2415.0,C,90.0,53.0,0,0,0,0,0,1,0,0,0,1,1,0
PROP200936,0.0,Needs Renovation,1106.0,C,88.0,66.0,0,0,0,0,1,0,0,0,0,0,0,1
PROP200937,35.0,Needs Renovation,2971.0,F,87.0,,1,0,0,0,0,0,0,0,1,0,0,0
PROP200938,39.0,Old,2429.0,D,70.0,59.0,1,0,0,0,0,0,0,0,1,0,0,0
PROP200939,29.0,Good,2611.0,E,89.0,69.0,0,1,0,0,0,0,0,0,1,0,0,0
PROP200940,32.0,Old,2183.0,D,44.0,68.0,1,0,1,0,0,1,0,0,1,0,1,0
PROP200941,39.0,Good,1738.0,D,59.0,54.0,1,1,0,0,0,1,0,1,0,0,1,0
PROP200942,23.0,Good,2395.0,A,40.0,60.0,1,0,0,0,0,0,0,1,0,0,0,0
PROP200943,30.0,Good,2639.0,E,,50.0,1,0,0,0,0,0,0,0,0,0,1,0
PROP200944,6.0,Needs Renovation,2632.0,D,66.0,35.0,0,0,0,0,0,1,1,0,1,0,1,1
PROP200945,28.0,New,3542.0,E,49.0,43.0,0,1,0,1,1,0,0,0,1,1,0,0
PROP200946,23.0,Good,2789.0,F,86.0,97.0,0,0,0,1,1,0,1,0,0,0,0,0
PROP200947,19.0,New,2254.0,E,84.0,30.0,0,0,0,1,0,1,0,0,0,0,0,0
PROP200948,7.0,Good,2704.0,B,65.0,31.0,0,0,0,0,0,1,0,0,1,1,1,1
PROP200949,11.0,Needs Renovation,2813.0,D,41.0,43.0,0,0,1,0,0,0,1,1,0,1,1,0
PROP200950,34.0,Old,0.0,F,,91.0,0,0,1,0,0,0,0,1,0,0,0,1
PROP200951,,Good,1242.0,D,80.0,48.0,0,0,1,0,0,1,0,0,0,1,0,1
PROP200952,1.0,Needs Renovation,3140.0,C,68.0,73.0,0,0,1,0,1,0,0,0,1,0,1,0
PROP200953,,Old,3110.0,A,45.0,96.0,0,0,0,1,0,0,1,1,1,0,0,0
PROP200954,19.0,Old,1071.0,D,64.0,80.0,1,0,1,1,0,0,1,0,1,0,0,0
PROP200955,,Old,2080.0,D,49.0,31.0,0,1,0,1,0,1,0,0,1,0,0,0
PROP200956,8.0,Old,2992.0,A,82.0,56.0,1,0,0,1,0,0,0,0,1,0,0,0
PROP200957,2.0,New,1471.0,B,70.0,37.0,0,0,0,1,0,0,0,0,1,0,1,0
PROP200958,17.0,Good,3319.0,C,83.0,96.0,0,0,0,0,0,1,0,0,1,0,0,0
PROP200959,18.0,Needs Renovation,2006.0,C,,97.0,1,0,0,0,1,0,0,0,0,1,1,0
PROP200960,21.0,Good,2361.0,D,,86.0,0,0,1,0,1,0,0,0,1,0,0,0
PROP200961,20.0,Good,3728.0,D,88.0,48.0,1,1,0,0,0,0,0,0,0,0,0,1
PROP200962,3.0,New,3352.0,C,86.0,78.0,0,0,0,0,1,0,0,1,1,0,0,0
PROP200963,16.0,Old,2119.0,F,91.0,55.0,1,0,1,0,0,1,1,0,0,0,1,0
PROP200964,5.0,Needs Renovation,3586.0,B,70.0,,1,0,0,0,1,0,0,0,0,0,0,0
PROP200965,23.0,New,2295.0,E,84.0,66.0,1,0,0,0,0,0,1,0,0,0,0,0
PROP200966,27.0,Needs Renovation,1834.0,E,71.0,47.0,0,0,1,0,0,0,0,0,0,0,1,1
PROP200967,7.0,New,4109.0,D,85.0,59.0,1,0,0,0,1,1,0,0,0,0,0,0
PROP200968,1.0,New,916.0,A,97.0,35.0,0,0,1,0,1,1,0,0,0,0,1,1
PROP200969,16.0,Needs Renovation,2480.0,B,61.0,69.0,1,1,0,0,1,0,0,0,0,1,1,0
PROP200970,26.0,Needs Renovation,1842.0,E,80.0,82.0,0,0,1,0,0,0,0,0,0,0,0,1
PROP200971,25.0,Needs Renovation,2544.0,F,,81.0,0,0,1,0,0,0,0,0,0,0,1,0
PROP200972,14.0,New,2695.0,B,77.0,91.0,0,1,0,1,1,0,0,0,0,0,0,0
PROP200973,34.0,Good,3007.0,F,94.0,96.0,0,0,0,0,1,1,0,0,0,0,0,0
PROP200974,27.0,Needs Renovation,2063.0,B,,49.0,1,0,1,0,0,0,0,1,0,0,0,0
PROP200975,8.0,Needs Renovation,1294.0,D,83.0,46.0,0,0,0,0,0,1,0,1,1,1,1,0
PROP200976,14.0,Old,4165.0,E,69.0,,0,1,0,0,0,1,0,0,0,0,0,1
PROP200977,15.0,Needs Renovation,2380.0,B,81.0,99.0,0,0,1,0,1,0,0,1,1,0,0,1
PROP200978,21.0,Old,832.0,A,42.0,76.0,0,1,0,1,0,1,0,0,0,0,1,0
PROP200979,10.0,New,3219.0,C,91.0,79.0,0,0,1,1,0,0,1,0,0,0,0,0
PROP200980,28.0,Old,2480.0,C,47.0,89.0,0,1,0,1,0,0,1,1,0,0,0,1
PROP200981,4.0,New,2564.0,F,94.0,51.0,1,0,0,0,0,0,1,1,1,0,0,0
PROP200982,18.0,Needs Renovation,5375.0,F,77.0,60.0,0,1,0,1,1,0,0,0,0,0,0,1
PROP200983,26.0,Good,2480.0,E,82.0,,0,0,0,0,0,1,0,1,0,0,0,0
PROP200984,36.0,Good,3182.0,E,60.0,30.0,1,0,0,0,0,1,0,1,1,0,1,0
PROP200985,6.0,New,2066.0,A,50.0,,0,1,1,0,1,0,0,0,0,1,0,0
PROP200986,2.0,Needs Renovation,3026.0,F,67.0,78.0,0,0,0,0,1,0,0,1,0,0,1,1
PROP200987,33.0,Old,522.0,F,50.0,95.0,0,1,0,0,0,1,0,1,0,0,0,1
PROP200988,4.0,Good,2159.0,E,91.0,33.0,0,0,0,0,1,0,0,1,0,1,0,1
PROP200989,14.0,New,2758.0,F,,75.0,0,0,1,0,0,1,0,0,0,1,1,1
PROP200990,29.0,Old,1633.0,F,87.0,88.0,0,1,1,0,0,1,0,0,0,1,0,0
PROP200991,17.0,Old,1910.0,D,55.0,67.0,1,0,0,0,0,1,1,0,0,0,0,0
PROP200992,16.0,New,1618.0,E,80.0,69.0,1,0,1,1,0,1,0,1,0,0,0,0
PROP200993,25.0,Needs Renovation,3241.0,D,94.0,48.0,0,0,0,1,1,0,1,0,1,0,0,0
PROP200994,29.0,New,1376.0,E,93.0,52.0,0,0,0,0,0,1,0,0,0,1,0,0
PROP200995,3.0,Old,2718.0,F,84.0,81.0,0,0,1,1,0,0,0,0,1,1,0,0
PROP200996,38.0,Needs Renovation,689.0,D,63.0,50.0,1,0,0,0,0,0,0,0,1,1,0,0
PROP200997,24.0,Needs Renovation,2143.0,E,77.0,74.0,0,0,0,1,1,0,1,1,0,1,0,0
PROP200998,18.0,New,5451.0,E,93.0,77.0,0,1,0,0,0,1,0,0,1,0,1,0
PROP200999,32.0,Good,2664.0,F,63.0,98.0,1,0,0,0,1,0,1,0,0,1,0,1
PROP201000,35.0,Needs Renovation,1803.0,B,90.0,62.0,0,1,1,0,0,1,0,0,0,0,1,0
PROP201001,17.0,Old,2151.0,E,95.0,58.0,0,0,0,1,1,1,0,1,0,0,0,0
PROP201002,13.0,Good,3364.0,A,66.0,81.0,1,0,0,0,1,0,0,0,0,0,0,0
PROP201003,23.0,Old,3182.0,A,53.0,85.0,0,0,1,1,0,1,1,0,0,0,0,1
PROP201004,7.0,Old,2205.0,E,57.0,89.0,0,0,1,0,0,1,0,0,1,0,0,0
PROP201005,26.0,Needs Renovation,1834.0,E,84.0,71.0,0,1,1,0,0,0,0,0,1,0,0,0
PROP201006,12.0,New,4541.0,C,57.0,95.0,0,0,1,0,0,0,1,0,0,0,0,0
PROP201007,20.0,Needs Renovation,2459.0,F,64.0,43.0,0,1,0,1,0,0,0,0,0,1,0,0
PROP201008,37.0,Needs Renovation,779.0,C,78.0,64.0,0,0,1,0,0,1,1,0,1,1,0,0
PROP201009,9.0,Old,2222.0,F,78.0,71.0,1,0,0,1,0,1,0,0,0,0,0,0
PROP201010,31.0,Good,2539.0,E,62.0,71.0,0,0,0,0,0,0,0,0,0,1,1,1
PROP201011,19.0,Good,2408.0,C,42.0,75.0,0,1,0,0,0,1,0,1,0,0,0,1
PROP201012,15.0,Needs Renovation,2976.0,C,62.0,80.0,0,0,0,1,0,0,1,0,1,0,0,0
PROP201013,28.0,Good,2491.0,A,56.0,40.0,1,0,0,0,0,1,0,0,0,0,0,1
PROP201014,14.0,Good,600.0,E,70.0,91.0,0,0,0,0,0,0,1,0,1,0,1,0
PROP201015,39.0,Needs Renovation,1160.0,A,42.0,82.0,0,0,0,0,0,1,0,0,0,1,1,0
PROP201016,32.0,New,1765.0,B,66.0,47.0,0,0,0,0,0,1,0,0,1,0,1,0
PROP201017,19.0,Needs Renovation,1766.0,A,66.0,37.0,0,0,0,1,0,0,0,0,0,1,1,1
PROP201018,10.0,Needs Renovation,2443.0,C,76.0,45.0,0,0,1,1,0,0,0,1,0,0,1,0
PROP201019,35.0,Old,2480.0,A,81.0,30.0,1,0,0,0,1,1,0,0,0,0,0,1
PROP201020,34.0,Old,2480.0,F,46.0,72.0,0,0,0,0,0,1,0,0,0,1,0,0
PROP201021,12.0,Old,1687.0,E,43.0,79.0,0,0,1,0,0,0,0,0,1,0,0,0
PROP201022,34.0,New,1442.0,B,97.0,89.0,0,0,1,0,1,1,0,1,0,0,0,0
PROP201023,13.0,Old,781.0,A,64.0,50.0,0,0,0,0,1,0,1,1,0,0,0,0
PROP201024,33.0,Old,4722.0,E,72.0,,0,0,1,0,0,0,0,1,0,0,0,0
PROP201025,35.0,New,3925.0,D,75.0,54.0,0,1,0,0,1,1,0,1,0,0,0,1
PROP201026,29.0,Good,4055.0,C,92.0,39.0,1,0,0,0,0,0,0,1,0,0,0,0
PROP201027,13.0,New,1291.0,C,88.0,92.0,0,0,0,1,1,0,0,1,0,1,0,1
PROP201028,32.0,New,2941.0,B,41.0,95.0,0,0,0,0,0,0,1,0,0,1,1,0
PROP201029,29.0,New,3874.0,A,,74.0,0,0,1,1,0,0,1,0,1,0,0,0
PROP201030,13.0,New,962.0,B,73.0,42.0,0,1,0,0,1,1,0,0,0,0,0,0
PROP201031,15.0,Good,3005.0,E,89.0,75.0,0,1,0,1,0,1,0,1,0,0,0,0
PROP201032,24.0,Old,3531.0,D,82.0,94.0,1,0,0,0,0,1,0,1,0,1,1,0
PROP201033,19.0,Good,1559.0,E,44.0,81.0,0,1,0,1,0,0,0,0,0,1,0,0
PROP201034,12.0,Good,1054.0,A,61.0,78.0,1,0,0,1,1,0,0,0,1,0,0,0
PROP201035,10.0,Old,2843.0,D,95.0,61.0,0,0,0,1,1,0,0,1,1,0,0,0
PROP201036,8.0,Needs Renovation,2779.0,F,56.0,46.0,1,0,0,1,0,0,0,0,0,0,0,1
PROP201037,11.0,Old,3541.0,A,88.0,43.0,0,0,0,0,1,0,1,1,0,0,0,1
PROP201038,21.0,Needs Renovation,3082.0,B,91.0,50.0,0,0,0,0,0,0,1,0,1,0,0,1
PROP201039,19.0,Old,1634.0,A,52.0,69.0,0,0,0,1,0,0,1,0,1,0,0,0
PROP201040,20.0,Good,5153.0,D,42.0,46.0,0,0,0,1,0,0,0,1,1,0,0,0
PROP201041,13.0,Good,2061.0,C,60.0,56.0,1,0,0,0,1,1,0,1,0,0,0,1
PROP201042,31.0,New,3212.0,A,86.0,77.0,0,0,0,1,0,1,0,1,0,0,1,1
PROP201043,6.0,Needs Renovation,1413.0,C,77.0,52.0,1,0,0,0,0,0,0,0,0,0,0,1
PROP201044,22.0,Old,2529.0,D,,98.0,0,0,0,1,0,0,0,0,0,0,0,1
PROP201045,38.0,Old,1564.0,F,77.0,81.0,1,1,0,0,0,0,0,0,0,0,0,0
PROP201046,11.0,New,2110.0,D,70.0,84.0,1,0,0,0,0,0,1,0,1,1,0,0
PROP201047,21.0,Needs Renovation,3582.0,B,69.0,46.0,0,0,0,1,1,1,0,0,0,1,1,0
PROP201048,2.0,New,0.0,B,66.0,68.0,0,1,1,0,1,1,0,0,1,0,0,0
PROP201049,18.0,Good,2936.0,E,61.0,90.0,0,0,1,0,0,0,0,1,0,0,1,0
PROP201050,26.0,Good,2966.0,E,59.0,,1,0,0,1,0,0,1,0,1,1,0,0
PROP201051,39.0,Good,2480.0,A,57.0,61.0,0,1,0,1,1,1,0,0,0,0,0,0
PROP201052,,Good,1820.0,A,61.0,87.0,0,1,1,0,0,1,0,1,0,0,1,0
PROP201053,,Good,2237.0,E,73.0,69.0,0,1,0,0,0,0,0,0,0,1,0,0
PROP201054,5.0,Old,941.0,C,78.0,65.0,0,1,0,0,0,0,0,1,0,0,0,0
PROP201055,17.0,New,2185.0,C,60.0,95.0,0,0,0,1,0,1,0,0,1,1,0,0
PROP201056,29.0,Good,769.0,E,63.0,48.0,0,1,1,0,0,0,0,0,0,0,1,0
PROP201057,5.0,New,439.0,B,51.0,,1,0,0,1,0,0,0,0,0,0,0,0
PROP201058,10.0,Old,2331.0,E,95.0,56.0,0,0,0,1,1,0,0,0,0,1,0,0
PROP201059,30.0,Good,1665.0,D,81.0,71.0,1,0,0,0,0,1,1,0,1,0,0,0
PROP201060,24.0,Old,1791.0,E,93.0,92.0,0,1,0,0,1,0,0,0,0,0,1,1
PROP201061,25.0,New,1905.0,C,83.0,87.0,0,1,0,0,0,0,0,1,0,0,0,0
PROP201062,4.0,Good,1000.0,E,41.0,78.0,0,0,0,0,0,0,0,0,1,1,0,1
PROP201063,7.0,Needs Renovation,554.0,A,76.0,96.0,1,0,1,0,0,1,0,0,1,0,0,0
PROP201064,3.0,Good,2354.0,F,90.0,92.0,0,0,0,0,1,0,1,0,0,1,0,0
PROP201065,39.0,New,1424.0,A,86.0,33.0,1,0,1,1,0,0,0,0,0,0,0,0
PROP201066,19.0,Good,3076.0,C,41.0,41.0,1,0,0,0,0,0,0,0,1,1,0,0
PROP201067,8.0,New,766.0,A,97.0,83.0,0,0,0,1,0,0,1,0,1,0,0,0
PROP201068,38.0,Good,803.0,A,83.0,62.0,0,1,0,1,0,0,1,0,1,1,0,0
PROP201069,32.0,Old,2549.0,C,78.0,67.0,0,0,1,0,0,1,0,0,1,0,0,1
PROP201070,16.0,Good,2244.0,E,53.0,84.0,1,1,0,0,1,0,1,0,0,0,0,0
PROP201071,21.0,Good,0.0,A,52.0,95.0,0,0,0,1,1,0,0,1,0,1,0,0
PROP201072,30.0,Needs Renovation,1441.0,E,91.0,38.0,0,0,1,0,0,1,0,0,0,0,0,0
PROP201073,39.0,New,1829.0,B,70.0,64.0,0,0,1,0,0,0,1,1,0,0,0,0
PROP201074,10.0,New,4405.0,C,47.0,61.0,0,0,0,1,0,0,0,0,1,0,0,0
PROP201075,10.0,New,4312.0,C,69.0,94.0,0,1,0,1,0,0,0,0,0,0,0,0
PROP201076,26.0,Needs Renovation,2480.0,F,70.0,87.0,0,0,1,0,0,0,0,0,1,0,1,1
PROP201077,24.0,Old,1719.0,F,84.0,84.0,1,1,0,0,0,1,0,0,0,0,1,1
PROP201078,27.0,Old,2109.0,C,,82.0,0,1,0,0,0,0,0,0,1,0,0,0
PROP201079,34.0,New,2101.0,A,82.0,80.0,1,0,0,0,0,0,1,0,1,0,1,0
PROP201080,29.0,New,2480.0,E,92.0,41.0,1,0,0,0,0,0,0,1,0,0,0,0
PROP201081,,Needs Renovation,2411.0,D,96.0,31.0,0,0,1,0,0,0,0,1,1,0,0,0
PROP201082,37.0,Old,2480.0,B,62.0,88.0,0,0,1,0,1,0,0,0,0,0,0,0
PROP201083,,New,1932.0,E,86.0,99.0,1,0,1,0,0,0,0,0,0,1,0,0
PROP201084,23.0,Good,2480.0,A,80.0,92.0,1,1,0,0,0,0,0,0,0,0,0,1
PROP201085,32.0,Needs Renovation,1840.0,C,77.0,,0,1,0,0,0,0,0,0,0,1,1,0
PROP201086,,New,1311.0,B,,66.0,1,0,1,0,0,1,0,0,1,1,0,0
PROP201087,39.0,Good,2480.0,E,40.0,56.0,1,1,1,1,0,0,0,0,0,0,0,0
PROP201088,37.0,New,4431.0,D,42.0,61.0,0,1,1,0,0,0,1,0,0,1,0,0
PROP201089,5.0,New,3251.0,C,56.0,48.0,1,1,0,0,0,1,0,0,0,0,0,0
PROP201090,19.0,New,2125.0,E,78.0,88.0,0,0,0,1,0,1,0,0,0,1,0,0
PROP201091,37.0,New,3824.0,A,65.0,72.0,0,0,0,0,1,0,0,0,0,1,0,0
PROP201092,15.0,New,4077.0,D,57.0,93.0,0,0,1,0,0,0,0,0,1,0,0,0
PROP201093,20.0,New,3862.0,C,86.0,53.0,0,1,0,1,1,0,0,0,0,0,0,0
PROP201094,16.0,New,2750.0,C,81.0,31.0,0,0,0,1,0,0,0,0,0,1,0,0
PROP201095,8.0,Old,4471.0,C,60.0,48.0,0,0,0,0,0,0,1,0,1,0,1,0
PROP201096,34.0,Old,3842.0,E,60.0,64.0,0,0,1,1,0,0,0,0,1,0,0,1
PROP201097,5.0,Old,4286.0,E,63.0,80.0,1,0,0,0,0,0,1,0,0,0,0,0
PROP201098,,New,2218.0,F,72.0,,1,1,0,0,0,0,0,0,1,0,0,0
PROP201099,35.0,Good,3112.0,E,83.0,42.0,0,0,0,1,0,0,0,1,1,1,0,1
PROP201100,16.0,New,3190.0,F,97.0,44.0,0,1,0,0,1,0,1,0,0,0,0,1
PROP201101,19.0,Needs Renovation,2512.0,D,65.0,44.0,0,0,0,0,0,0,1,0,1,0,0,0
PROP201102,35.0,Old,1910.0,B,97.0,36.0,1,0,0,0,0,1,0,1,1,0,1,0
PROP201103,27.0,Old,1755.0,D,93.0,81.0,0,1,0,0,0,0,0,1,0,0,0,0
PROP201104,9.0,Needs Renovation,1212.0,A,74.0,50.0,0,1,1,0,1,1,0,0,0,1,0,0
PROP201105,32.0,Old,4279.0,B,70.0,34.0,1,0,1,1,0,0,0,0,1,0,0,1
PROP201106,31.0,Needs Renovation,1745.0,C,70.0,56.0,0,0,0,0,1,0,1,0,0,0,0,0
PROP201107,7.0,Old,2179.0,B,50.0,49.0,0,0,1,1,0,0,0,0,1,0,1,0
PROP201108,24.0,Old,1529.0,D,61.0,64.0,0,0,0,0,0,0,1,0,0,0,0,1
PROP201109,19.0,New,2386.0,F,46.0,,0,0,0,1,0,0,0,0,0,1,1,0
PROP201110,28.0,New,4078.0,F,71.0,60.0,0,0,1,0,0,0,0,1,0,0,0,0
PROP201111,27.0,New,3321.0,C,56.0,94.0,0,1,0,0,1,0,1,0,1,0,0,0
PROP201112,3.0,Needs Renovation,2486.0,D,76.0,81.0,0,1,0,0,0,1,1,0,0,0,0,0
PROP201113,18.0,Good,3487.0,A,54.0,80.0,1,0,1,0,0,1,0,0,1,0,0,1
PROP201114,35.0,Old,1302.0,F,56.0,99.0,0,0,1,0,0,0,0,0,1,1,0,0
PROP201115,12.0,Old,1992.0,E,53.0,87.0,1,0,0,1,0,0,0,0,1,0,0,0
PROP201116,30.0,Needs Renovation,2415.0,F,64.0,41.0,1,0,0,1,1,0,0,0,0,0,0,1
PROP201117,32.0,Old,268.0,C,80.0,84.0,0,1,0,0,1,1,0,0,0,1,0,0
PROP201118,12.0,Old,2969.0,A,51.0,55.0,0,0,0,0,0,0,1,1,1,1,1,0
PROP201119,39.0,Needs Renovation,3749.0,E,64.0,57.0,0,0,0,1,0,0,0,1,1,0,0,0
PROP201120,37.0,New,3551.0,F,68.0,64.0,1,0,0,1,1,1,1,0,0,0,0,0
PROP201121,2.0,Needs Renovation,3328.0,A,42.0,52.0,1,1,0,1,1,0,0,0,0,0,0,1
PROP201122,,Good,0.0,D,91.0,77.0,1,0,0,0,0,0,0,0,0,0,1,0
PROP201123,,Good,0.0,F,45.0,87.0,1,0,0,0,0,0,0,0,1,1,0,1
PROP201124,,Old,2480.0,B,,51.0,0,0,0,1,0,1,0,1,1,1,0,0
PROP201125,33.0,Needs Renovation,2074.0,E,69.0,55.0,0,1,1,0,1,0,0,1,1,0,0,0
PROP201126,13.0,New,1625.0,B,43.0,58.0,1,0,0,0,1,0,0,0,0,0,1,1
PROP201127,32.0,Needs Renovation,2288.0,A,56.0,43.0,1,0,0,1,1,0,0,0,0,0,0,0
PROP201128,,Needs Renovation,4680.0,D,52.0,51.0,0,1,0,1,1,0,0,0,1,0,0,1
PROP201129,4.0,Old,2480.0,B,99.0,71.0,1,0,0,1,0,0,0,0,0,1,0,0
PROP201130,2.0,New,2180.0,F,69.0,37.0,0,0,0,0,1,1,0,0,0,0,0,0
PROP201131,4.0,Old,2512.0,F,,74.0,0,0,0,0,1,0,0,0,1,0,0,1
PROP201132,15.0,New,2456.0,E,98.0,36.0,0,0,0,0,0,0,0,0,1,0,1,0
PROP201133,36.0,Old,4267.0,B,60.0,77.0,1,0,0,0,1,0,1,0,0,0,1,0
PROP201134,37.0,Needs Renovation,2043.0,F,85.0,,0,1,1,0,1,1,0,0,0,0,1,0
PROP201135,4.0,Good,629.0,E,88.0,57.0,0,1,0,1,1,0,0,0,0,0,0,0
PROP201136,17.0,New,2169.0,B,56.0,75.0,0,1,1,0,1,1,0,0,0,0,0,0
PROP201137,1.0,Old,1786.0,C,82.0,48.0,0,1,0,1,0,0,0,0,0,0,0,0
PROP201138,23.0,Needs Renovation,3893.0,D,67.0,49.0,1,0,1,1,0,0,1,1,0,0,0,0
PROP201139,21.0,New,2480.0,C,56.0,60.0,0,0,0,1,0,1,1,0,1,0,1,0
PROP201140,0.0,Needs Renovation,1427.0,D,66.0,56.0,0,0,0,1,1,0,1,1,0,0,1,0
PROP201141,9.0,Good,3876.0,F,48.0,41.0,0,1,0,0,1,0,0,1,0,0,1,0
PROP201142,0.0,Needs Renovation,2780.0,B,92.0,74.0,1,1,0,0,0,1,0,0,0,0,0,1
PROP201143,29.0,Needs Renovation,3661.0,B,46.0,89.0,1,0,1,0,1,0,0,0,0,1,0,0
PROP201144,27.0,Old,2534.0,A,80.0,93.0,0,0,0,0,0,1,0,0,0,0,0,1
PROP201145,30.0,Good,2181.0,B,48.0,37.0,1,0,0,1,0,1,0,0,1,1,0,0
PROP201146,14.0,New,1442.0,D,59.0,73.0,0,1,0,1,0,0,1,0,0,1,0,1
PROP201147,2.0,New,700.0,A,64.0,96.0,0,0,1,0,0,1,1,0,0,0,1,1
PROP201148,20.0,Good,1810.0,E,61.0,,0,0,1,1,1,0,0,0,0,1,1,0
PROP201149,28.0,Good,1864.0,C,59.0,60.0,1,0,0,0,0,0,0,0,0,1,0,0
PROP201150,36.0,Needs Renovation,3439.0,A,85.0,80.0,1,0,0,0,0,0,0,0,0,0,1,0
PROP201151,1.0,Good,2008.0,C,84.0,98.0,1,1,0,0,0,0,0,0,1,0,1,0
PROP201152,,Old,3042.0,B,60.0,60.0,1,0,0,0,1,0,1,0,1,0,0,0
PROP201153,,Old,3395.0,E,94.0,72.0,0,1,0,0,1,1,0,1,1,0,0,0
PROP201154,27.0,New,1138.0,C,48.0,93.0,1,0,0,1,0,0,0,0,0,0,0,0
PROP201155,16.0,Needs Renovation,2284.0,D,67.0,54.0,0,1,0,0,0,1,0,0,1,0,0,1
PROP201156,28.0,New,2870.0,B,67.0,41.0,1,0,1,0,0,0,0,0,1,1,1,0
PROP201157,27.0,New,593.0,C,49.0,80.0,0,0,1,0,0,0,0,0,0,0,1,0
PROP201158,17.0,Good,3976.0,F,70.0,57.0,1,0,1,0,0,1,0,0,0,1,0,0
PROP201159,30.0,Good,2419.0,F,91.0,93.0,0,0,0,0,1,0,0,1,1,0,0,0
PROP201160,24.0,Good,2244.0,F,45.0,32.0,0,0,1,0,1,0,0,0,1,1,0,0
PROP201161,24.0,New,1012.0,D,52.0,83.0,0,0,0,0,0,0,0,1,0,1,0,0
PROP201162,31.0,Good,1615.0,B,72.0,43.0,0,0,0,0,0,0,0,0,0,1,0,1
PROP201163,6.0,Old,969.0,B,99.0,91.0,0,0,0,0,0,1,0,0,0,1,0,0
PROP201164,7.0,Needs Renovation,1120.0,B,71.0,76.0,0,0,0,1,0,0,1,0,0,0,1,1
PROP201165,19.0,Old,3263.0,A,85.0,33.0,0,0,1,1,1,0,1,0,0,0,0,0
PROP201166,0.0,Needs Renovation,0.0,A,65.0,31.0,1,0,1,0,1,0,0,0,0,0,1,1
PROP201167,8.0,Needs Renovation,1849.0,F,68.0,35.0,0,1,1,0,0,0,0,1,1,0,1,0
PROP201168,19.0,Needs Renovation,3284.0,E,55.0,88.0,0,0,1,1,0,0,0,1,0,0,1,0
PROP201169,3.0,Good,3606.0,D,59.0,,0,0,0,1,0,0,1,1,0,1,0,0
PROP201170,27.0,Needs Renovation,2480.0,A,90.0,,0,0,1,1,1,0,0,0,0,0,0,0
PROP201171,16.0,Needs Renovation,2630.0,C,42.0,94.0,0,1,0,0,0,0,0,0,1,0,0,0
PROP201172,,Needs Renovation,2420.0,E,85.0,94.0,1,0,0,1,0,0,0,0,0,0,0,0
PROP201173,22.0,Old,1991.0,E,88.0,52.0,0,0,0,0,1,1,0,0,1,0,0,1
PROP201174,8.0,Needs Renovation,5107.0,B,47.0,,0,0,0,1,0,0,0,0,1,1,1,1
PROP201175,4.0,Good,2480.0,C,61.0,40.0,1,0,0,0,0,0,1,1,1,0,0,1
PROP201176,29.0,Needs Renovation,2848.0,B,83.0,98.0,0,0,1,1,0,1,0,0,1,0,1,0
PROP201177,4.0,Good,1361.0,A,94.0,97.0,0,0,0,1,0,1,1,0,0,0,0,0
PROP201178,8.0,Good,2480.0,E,62.0,83.0,0,0,0,1,0,0,0,1,0,0,0,0
PROP201179,7.0,Good,2480.0,C,92.0,68.0,0,1,0,0,0,0,0,0,1,0,1,0
PROP201180,24.0,New,2357.0,A,75.0,60.0,0,0,0,1,0,0,0,0,1,1,0,0
PROP201181,16.0,Needs Renovation,1798.0,E,58.0,30.0,1,1,0,1,0,1,0,1,0,0,0,0
PROP201182,,Needs Renovation,1735.0,B,72.0,56.0,0,0,1,0,1,0,0,0,0,0,0,1
PROP201183,2.0,Needs Renovation,3742.0,D,84.0,77.0,0,0,0,0,0,1,0,0,1,1,0,0
PROP201184,4.0,New,3195.0,F,94.0,87.0,0,0,0,0,0,0,1,0,0,0,1,0
PROP201185,14.0,Needs Renovation,2480.0,E,58.0,32.0,0,0,1,0,0,1,1,0,1,0,0,0
PROP201186,10.0,Good,2487.0,C,44.0,68.0,0,0,0,0,1,0,1,0,1,1,0,1
PROP201187,14.0,Needs Renovation,446.0,E,72.0,46.0,0,1,0,1,0,0,0,0,0,0,1,1
PROP201188,,Needs Renovation,2480.0,F,64.0,53.0,1,0,1,1,0,0,0,0,1,1,0,0
PROP201189,14.0,Old,1410.0,F,62.0,47.0,0,1,0,0,1,1,0,1,0,1,0,0
PROP201190,28.0,New,1892.0,A,96.0,75.0,0,0,0,0,0,0,1,0,1,0,1,0
PROP201191,,Needs Renovation,3121.0,B,58.0,47.0,0,0,1,0,0,0,1,0,0,0,0,0
PROP201192,15.0,New,2357.0,A,42.0,61.0,1,0,0,0,0,1,0,0,0,0,0,0
PROP201193,11.0,Needs Renovation,2480.0,E,64.0,,1,0,0,0,1,0,0,0,0,0,0,0
PROP201194,9.0,Needs Renovation,3999.0,D,64.0,55.0,0,1,0,0,0,0,1,0,0,0,0,1
PROP201195,15.0,New,2480.0,D,94.0,56.0,0,1,0,0,1,1,0,0,1,0,0,0
PROP201196,17.0,Needs Renovation,3299.0,A,71.0,96.0,1,1,0,0,0,0,1,1,1,0,0,0
