property_id,city,neighborhood,property_type,bedrooms,bathrooms,area_sqft,year_built,parking,furnishing,latitude,longitude,listing_price,status
PROP201238,Hydrabad,Andheri,Plot,1,1,339,2009,Yes,Unfurnished,15.681615,79.489184,8309355,Under Offer
PROP201239,Surrat,DLF Phase 3,Villa,1,2,1221,2010,Covered,Unfurnished,18.09306,75.861944,9277069,Under Offer
PROP201240,Ahmedabad,Banjara Hills,Studio,1,1,1228,1980,Street,Semi-Furnished,26.287494,88.058837,8030930,Withdrawn
PROP201241,Kolkata,T Nagar,Studio,2,2,801,2008,Yes,Semi-Furnished,18.145907,87.953482,7166319,Withdrawn
PROP201242,Jaypur,Kothrud,Apartment,3,2,1017,1992,Yes,Semi-Furnished,28.213316,79.75691,8370211,Under Offer
PROP201243,Chennai,DLF Phase 3,Studio,2,3,1116,2011,No,Semi-Furnished,24.839358,85.441973,9196859,Sold
PROP201244,Gurugrm,Kothrud,Apartment,1,,1372,,Covered,Semi-Furnished,15.679798,80.127197,12650518,Under Offer
PROP201245,Jaipur,Banjara Hills,Apartment,4,1,777,2018,Covered,Furnished,26.81941,73.041083,4836877,Sold
PROP201246,Hyderabad,T Nagar,Apartment,1,1,897,1989,Yes,Semi-Furnished,13.861597,86.433509,11389360,Withdrawn
PROP201247,Nodia,Kothrud,Villa,2,1,1553,2017,No,Furnished,27.524463,78.865854,9163353,Sold
PROP201248,New Delhi,Salt Lake,Apartment,4,3,1107,1989,Yes,Semi-Furnished,20.828849,87.32083,8141203,Under Offer
PROP201249,Surat,DLF Phase 3,Plot,4,2,640,,Street,Furnished,25.594333,77.169597,9334558,Withdrawn
PROP201250,Jaypur,DLF Phase 3,Penthouse,2,2,1788,,Street,Unfurnished,24.153958,73.621052,12832206,Under Offer
PROP201251,Ahemdabad,Andheri,Villa,2,1,1345,2004,Covered,Furnished,24.294786,83.367896,12085072,Sold
PROP201252,Jaypur,Kothrud,Penthouse,2,4,1213,2011,Street,Unfurnished,16.092779,75.468321,4882149,Active
PROP201253,Surat,T Nagar,Penthouse,1,2,934,1999,Covered,Furnished,28.404465,77.280214,12478918,Active
PROP201254,Jaipur,Indiranagar,Row House,1,1,1736,1987,Yes,Furnished,17.915148,73.796939,9753441,Active
PROP201255,Noida,Salt Lake,Villa,1,1,730,1983,Yes,Unfurnished,19.510573,81.3589,8821048,Under Offer
PROP201256,Jaipur,Salt Lake,Apartment,2,1,1040,2015,No,Unfurnished,25.914664,79.586823,6869532,Sold
PROP201257,Mumbai,Satellite,Villa,1,2,1575,2017,No,Unfurnished,27.213181,73.450296,8352119,Withdrawn
PROP201258,Ahmedabad,T Nagar,Studio,1,2,1127,1987,No,Unfurnished,18.436105,87.651947,8892394,Withdrawn
PROP201259,Hyderbad,Althan,Villa,2,3,1010,2017,Yes,Unfurnished,20.222143,78.082619,1790811,Under Offer
PROP201260,Bangalore,Satellite,Villa,2,2,1497,2017,Street,Furnished,25.581493,82.213267,11312536,Active
PROP201261,Gurgaon,Malviya Nagar,Villa,2,2,1382,1990,Yes,Semi-Furnished,27.761248,84.04973,7658129,Sold
PROP201262,Kalkata,Satellite,Villa,3,1,1154,1985,Covered,Semi-Furnished,24.056965,73.688945,11249030,Under Offer
PROP201263,Bengluru,Salt Lake,Studio,2,1,799,2022,Yes,Unfurnished,24.19124,88.042024,13991318,Active
PROP201264,Jaipur,Kothrud,Plot,2,2,1221,1989,Street,Unfurnished,20.751934,73.660623,6718049,Sold
PROP201265,Delhi,Indiranagar,Studio,3,2,958,2001,Covered,Unfurnished,23.099929,74.902433,12982025,Active
PROP201266,Chennnai,Banjara Hills,Studio,2,3,1508,2023,Covered,Unfurnished,24.819551,75.160128,12227934,Sold
PROP201267,Jaypur,Banjara Hills,Villa,3,2,1025,1995,Covered,Furnished,19.169081,83.154736,9238648,Sold
PROP201268,Hydrabad,Andheri,Apartment,2,1,1779,2006,Covered,Unfurnished,24.29828,74.922107,14917401,Withdrawn
PROP201269,Surat,Sector 62,Plot,2,1,2166,2012,Yes,Unfurnished,27.492999,80.478084,8743643,Sold
PROP201270,Gurugrm,Malviya Nagar,Apartment,2,1,2081,1998,Street,Semi-Furnished,24.911912,85.740794,6070741,Active
PROP201271,Surat,T Nagar,Row House,1,2,1247,2019,Covered,Unfurnished,17.993057,82.052777,7266597,Under Offer
PROP201272,Gurgaon,Banjara Hills,Studio,4,2,1048,2016,Covered,Unfurnished,28.184946,81.657539,5241622,Withdrawn
PROP201273,Surrat,Banjara Hills,Villa,3,,805,1994,Street,Furnished,28.054618,76.559489,15062650,Active
PROP201274,Ahmedabad,Sector 62,Row House,2,1,959,2009,Covered,Semi-Furnished,22.434809,74.653825,13055670,Under Offer
PROP201275,Mumbaai,Indiranagar,Plot,2,2,1132,,No,Unfurnished,12.97625,86.997568,9655857,Sold
PROP201276,Hyderabad,Althan,Row House,2,1,150,1982,No,Furnished,21.099837,80.992534,7529392,Active
PROP201277,Bengaluru,Malviya Nagar,Plot,2,3,875,1995,Yes,Semi-Furnished,26.042202,75.809383,7628305,Active
PROP201278,Jaipur,Andheri,Row House,,1,715,1998,No,Furnished,18.327149,84.007615,9943491,Withdrawn
PROP201279,Surrat,Althan,Villa,2,2,714,,No,Furnished,23.52243,83.492731,12264844,Under Offer
PROP201280,Gurugrm,Malviya Nagar,Studio,1,1,1012,1980,Yes,Furnished,22.891959,83.170414,9523929,Active
PROP201281,Chennnai,Andheri,Plot,2,3,2126,1999,No,Semi-Furnished,14.044886,81.066628,6610135,Sold
PROP201282,Mumbai,Malviya Nagar,Row House,3,2,900,,Covered,Furnished,25.186703,84.587234,12601667,Under Offer
PROP201283,Jaypur,Salt Lake,Plot,3,2,2263,2010,Street,Furnished,27.243899,75.48576,8846635,Withdrawn
PROP201284,Hyderabad,Malviya Nagar,Plot,2,2,905,1991,Yes,Furnished,14.797175,78.414861,16313590,Withdrawn
PROP201285,Surrat,DLF Phase 3,Row House,2,1,856,1997,No,Semi-Furnished,20.675268,86.312792,3839342,Sold
PROP201286,Gurugrm,Satellite,Penthouse,1,2,1392,2011,Yes,Unfurnished,14.226731,74.74337,9544014,Under Offer
PROP201287,Hydrabad,Indiranagar,Plot,3,3,1315,2022,Street,Unfurnished,25.363624,75.190101,9315943,Sold
PROP201288,Gurugrm,Malviya Nagar,Plot,2,2,1894,2024,Covered,Unfurnished,21.048238,80.020223,5273801,Withdrawn
PROP201289,Kalkata,Salt Lake,Plot,2,2,1219,,Street,Unfurnished,14.223164,85.870575,13884215,Under Offer
PROP201290,Surrat,Satellite,Apartment,1,3,1410,2002,Covered,Furnished,27.131539,77.680842,7369912,Active
PROP201291,Chennai,Satellite,Apartment,1,2,1059,1989,No,Semi-Furnished,26.125398,80.940463,4927602,Under Offer
PROP201292,Bangalore,Kothrud,Apartment,3,2,690,1984,Covered,Semi-Furnished,15.948208,88.16803,14615007,Sold
PROP201293,Chennnai,Andheri,Villa,,,1288,2015,Street,Furnished,15.406408,87.982009,9255356,Active
PROP201294,Pune,Malviya Nagar,Villa,2,2,1983,1989,No,Semi-Furnished,19.129161,83.584155,12116395,Active
PROP201295,Bengluru,Satellite,Villa,2,2,1516,2013,No,Unfurnished,28.379882,87.116104,8588579,Withdrawn
PROP201296,Surrat,T Nagar,Row House,5,2,1200,2013,Covered,Semi-Furnished,17.300539,76.251459,13390013,Under Offer
PROP201297,Bengaluru,T Nagar,Penthouse,1,1,1076,1983,No,Unfurnished,19.064026,73.357501,13329244,Active
PROP201298,Nodia,T Nagar,Plot,1,1,923,2021,Street,Semi-Furnished,21.830023,75.665801,5418796,Active
PROP201299,Ahemdabad,T Nagar,Apartment,2,3,2099,2000,Covered,Furnished,26.645526,85.509596,8339324,Under Offer
PROP201300,Mumbaai,Banjara Hills,Studio,4,1,1255,2020,Yes,Furnished,21.076364,82.888045,9116333,Under Offer
PROP201301,Surat,Kothrud,Apartment,1,2,1124,1993,Yes,Semi-Furnished,28.363061,87.841853,7183332,Active
PROP201302,Gurugram,Sector 62,Penthouse,2,1,694,2005,Covered,Unfurnished,17.284254,83.320474,10539609,Under Offer
PROP201303,Chennnai,Kothrud,Penthouse,1,4,880,2012,Yes,Unfurnished,19.424959,85.344161,8276536,Under Offer
PROP201304,Hyderbad,Salt Lake,Penthouse,1,1,1049,2004,Street,Semi-Furnished,19.290262,79.05283,6558668,Active
PROP201305,Hydrabad,Sector 62,Studio,2,2,1488,1991,Street,Furnished,28.623536,80.263695,11532400,Withdrawn
PROP201306,Dehli,Banjara Hills,Studio,3,2,1404,2000,Covered,Unfurnished,15.672534,87.840897,1634217,Sold
PROP201307,Ahmedabad,Althan,Villa,2,1,3,2015,Street,Furnished,24.958411,83.606113,15356440,Withdrawn
PROP201308,Kalkata,Salt Lake,Villa,1,1,905,2019,Covered,Furnished,14.082411,77.009357,9533509,Under Offer
PROP201309,Gurugram,Banjara Hills,Plot,2,,1675,2016,Yes,Unfurnished,24.095002,82.385199,15489100,Sold
PROP201310,Mumbai,Salt Lake,Plot,3,4,1686,1990,Yes,Furnished,24.671918,74.075783,8372571,Withdrawn
PROP201311,Punna,DLF Phase 3,Apartment,4,2,1955,2024,Street,Furnished,23.918507,84.460224,4219420,Sold
PROP201312,Kolkata,T Nagar,Row House,3,1,1709,2018,Street,Semi-Furnished,24.579439,79.081443,12828109,Withdrawn
PROP201313,Chennnai,Althan,Row House,2,3,1456,1993,Street,Unfurnished,28.629831,80.179332,5686754,Withdrawn
PROP201314,Kolkata,Indiranagar,Apartment,2,2,1092,2023,Yes,Semi-Furnished,24.236342,76.522432,6068206,Active
PROP201315,Dehli,Andheri,Villa,1,2,1361,2004,Yes,Furnished,23.425395,87.90587,10318307,Sold
PROP201316,Hydrabad,Kothrud,Row House,2,1,1434,1994,Covered,Semi-Furnished,22.818396,79.738963,15052850,Sold
PROP201317,Ahemdabad,DLF Phase 3,Studio,3,2,1254,2005,Covered,Unfurnished,25.944175,78.650116,11223356,Sold
PROP201318,Chennnai,DLF Phase 3,Row House,4,3,1283,2004,Yes,Unfurnished,28.523535,84.119936,10624437,Sold
PROP201319,Surrat,Indiranagar,Penthouse,2,2,1253,1991,Covered,Furnished,13.242796,83.817376,4776951,Withdrawn
PROP201320,Jaypur,T Nagar,Villa,2,1,1331,2023,Street,Semi-Furnished,14.001453,74.538438,8227075,Active
PROP201321,Mumbay,Satellite,Plot,4,2,1366,1992,No,Furnished,22.60172,78.276937,9429138,Active
PROP201322,Kalkata,Banjara Hills,Penthouse,2,3,1350,1994,Yes,Semi-Furnished,18.842454,76.153786,6539809,Withdrawn
PROP201323,Surat,Satellite,Penthouse,2,1,1042,2011,Yes,Unfurnished,25.814088,76.725451,7712900,Under Offer
PROP201324,Punna,Althan,Apartment,1,2,1048,2006,Yes,Unfurnished,19.124151,86.135358,4188553,Under Offer
PROP201325,Surat,Althan,Penthouse,2,2,1494,1993,Covered,Furnished,22.03065,76.765936,10976534,Under Offer
PROP201326,Chennnai,Althan,Row House,1,1,767,2021,Street,Unfurnished,21.424861,80.386955,8826173,Sold
PROP201327,Noida,Malviya Nagar,Penthouse,2,2,1076,2008,Covered,Furnished,13.203947,74.000199,1500000,Under Offer
PROP201328,Delhi,Kothrud,Row House,2,2,1370,2023,No,Furnished,25.682079,74.425877,11583963,Sold
PROP201329,Poona,Salt Lake,Villa,2,2,1962,,No,Unfurnished,25.548416,77.511272,13380528,Sold
PROP201330,Pune,Andheri,Penthouse,3,3,983,2013,Street,Unfurnished,13.174941,77.763353,10391051,Sold
PROP201331,Gurugrm,DLF Phase 3,Apartment,2,2,456,2004,Street,Furnished,17.17143,77.444361,10469470,Active
PROP201332,New Delhi,DLF Phase 3,Plot,2,1,871,1995,Covered,Furnished,28.443543,73.498764,11853611,Sold
PROP201333,Kalkata,Kothrud,Studio,2,1,1766,2012,Street,Semi-Furnished,18.181117,86.498536,7071156,Sold
PROP201334,Hydrabad,Banjara Hills,Plot,1,1,948,1989,Covered,Semi-Furnished,14.20543,76.308564,10274078,Under Offer
PROP201335,Chennnai,Banjara Hills,Row House,3,1,1736,2011,Yes,Furnished,13.795425,80.080915,12832488,Withdrawn
PROP201336,Bengaluru,Satellite,Plot,1,3,308,2019,Yes,Semi-Furnished,15.4541,86.213785,9964267,Active
PROP201337,Chennai,Kothrud,Villa,3,2,561,1997,No,Unfurnished,28.237662,79.788828,11265738,Withdrawn
PROP201338,Gurugrm,T Nagar,Row House,2,3,994,2005,Covered,Semi-Furnished,16.240192,83.748506,9130033,Withdrawn
PROP201339,Chennnai,DLF Phase 3,Villa,1,2,1305,2020,Street,Furnished,21.121486,77.680174,12166041,Sold
PROP201340,Dehli,Sector 62,Penthouse,2,2,1805,2013,Covered,Unfurnished,24.229739,74.524542,8794999,Withdrawn
PROP201341,Gurgaon,T Nagar,Penthouse,1,3,554,1997,Covered,Unfurnished,22.234872,82.284997,7886931,Under Offer
PROP201342,Surat,Kothrud,Studio,2,2,1167,2005,Yes,Unfurnished,22.304846,86.969513,11558395,Under Offer
PROP201343,Delhi,Malviya Nagar,Row House,3,1,1555,,No,Semi-Furnished,23.569125,75.54188,11412098,Active
PROP201344,Poona,Althan,Studio,2,2,1594,1991,Street,Furnished,21.940517,81.277111,11026844,Active
PROP201345,Kalkata,Althan,Plot,2,3,1232,2021,Street,Unfurnished,19.030566,75.43553,4329461,Sold
PROP201346,Dehli,T Nagar,Apartment,3,1,1366,1992,No,Unfurnished,17.052691,72.608251,12022836,Under Offer
PROP201347,Kolkata,Althan,Studio,2,1,1015,1986,No,Semi-Furnished,27.062055,72.504494,7615613,Under Offer
PROP201348,Chennai,DLF Phase 3,Penthouse,1,1,1516,1992,Covered,Furnished,14.639479,75.820931,7330650,Active
PROP201349,Kolkata,Malviya Nagar,Penthouse,2,2,1634,1983,No,Semi-Furnished,16.743439,80.553976,12006216,Withdrawn
PROP201350,Bengaluru,Kothrud,Penthouse,3,2,1159,1997,Street,Semi-Furnished,14.102142,75.090893,10448138,Active
PROP201351,Bangalore,Althan,Apartment,2,1,1765,,No,Furnished,17.583306,86.593068,6742333,Sold
PROP201352,Poona,T Nagar,Villa,4,3,1207,1981,Covered,Unfurnished,27.9732,81.30971,5211149,Under Offer
PROP201353,Noida,Banjara Hills,Penthouse,2,1,885,1991,Covered,Semi-Furnished,16.951255,84.436376,1500000,Active
PROP201354,Ahemdabad,Banjara Hills,Plot,3,1,1475,2007,No,Furnished,23.859416,81.245609,5715594,Active
PROP201355,Surrat,Andheri,Studio,2,2,1702,1986,Covered,Furnished,20.251865,76.540417,6988854,Active
PROP201356,Ahmedabad,Andheri,Studio,1,3,1154,2011,Covered,Furnished,23.585558,80.355643,12046001,Under Offer
PROP201357,Gurugram,Sector 62,Villa,5,1,1366,,Yes,Unfurnished,25.691579,85.741933,8445438,Withdrawn
PROP201358,Gurugrm,DLF Phase 3,Row House,3,2,1008,1996,Covered,Semi-Furnished,25.014118,79.527166,13718344,Withdrawn
PROP201359,Hydrabad,Banjara Hills,Row House,2,1,1443,1996,Street,Semi-Furnished,27.724809,76.739988,6193683,Withdrawn
PROP201360,Bengluru,Andheri,Penthouse,2,1,844,1986,No,Furnished,27.13355,74.215564,7842224,Active
PROP201361,Hydrabad,Kothrud,Studio,2,1,789,1986,Street,Unfurnished,20.15251,86.851459,4100280,Active
PROP201362,Mumbay,T Nagar,Studio,3,1,1917,2024,Yes,Furnished,19.893589,77.84878,11383434,Under Offer
PROP201363,Hydrabad,Althan,Apartment,2,1,1446,,Yes,Unfurnished,23.098084,82.760952,18507648,Under Offer
PROP201364,Mumbai,T Nagar,Studio,3,3,704,2005,Yes,Furnished,23.892755,87.744234,4532061,Sold
PROP201365,Bangalore,Banjara Hills,Studio,2,3,1071,1981,Street,Furnished,15.098066,74.084653,7168791,Withdrawn
PROP201366,Dehli,Kothrud,Plot,2,3,844,1989,No,Unfurnished,17.356109,76.861331,10149399,Withdrawn
PROP201367,Surat,DLF Phase 3,Penthouse,2,1,1507,2010,No,Furnished,18.442327,77.430386,16538850,Sold
PROP201368,Chennai,Satellite,Row House,3,1,951,2000,Covered,Semi-Furnished,22.769267,72.615521,7279334,Active
PROP201369,Nodia,Banjara Hills,Apartment,2,3,701,,Street,Unfurnished,14.179591,75.22018,11776897,Under Offer
PROP201370,Gurugrm,T Nagar,Villa,1,3,1039,2023,Yes,Furnished,17.550605,83.553858,6354930,Under Offer
PROP201371,Ahmedabad,Sector 62,Apartment,2,2,266,1998,Covered,Furnished,27.503701,87.845007,2926859,Active
PROP201372,Poona,Banjara Hills,Studio,1,2,1035,1993,Yes,Semi-Furnished,17.728506,82.534325,7468043,Active
PROP201373,Calcutta,Satellite,Studio,4,1,486,1986,No,Semi-Furnished,27.283112,84.272643,5334062,Sold
PROP201374,Bengluru,Indiranagar,Villa,2,3,816,2012,Street,Furnished,13.213128,77.927235,9126481,Withdrawn
PROP201375,Poona,Malviya Nagar,Plot,2,1,1512,1993,No,Unfurnished,24.25478,81.80734,7323166,Withdrawn
PROP201376,Jaipur,Indiranagar,Plot,2,2,1793,2015,No,Furnished,22.938452,80.350119,8274331,Under Offer
PROP201377,Hyderbad,Andheri,Apartment,3,2,1542,1993,Yes,Semi-Furnished,19.97568,82.006078,8419907,Active
PROP201378,Calcutta,Salt Lake,Row House,4,1,1551,2003,No,Furnished,28.232194,73.603386,10000796,Withdrawn
PROP201379,Punna,Indiranagar,Studio,1,4,174,1989,Street,Unfurnished,21.705246,81.537769,1500000,Active
PROP201380,Hyderabad,Andheri,Row House,1,2,830,2023,Street,Semi-Furnished,22.76753,77.438829,6413122,Withdrawn
PROP201381,Chennnai,Salt Lake,Penthouse,2,2,1515,1982,Street,Furnished,16.495644,81.25158,5889879,Active
PROP201382,New Delhi,Andheri,Row House,2,2,1552,2011,Street,Furnished,21.808433,88.347628,10507137,Withdrawn
PROP201383,Dehli,Salt Lake,Apartment,3,1,1058,2021,Street,Furnished,18.611883,81.662926,10060743,Under Offer
PROP201384,Surrat,Banjara Hills,Plot,2,2,866,1994,Yes,Semi-Furnished,20.166523,77.290598,11588560,Under Offer
PROP201385,Jaipur,DLF Phase 3,Villa,1,2,1547,2020,Street,Unfurnished,22.409257,74.960108,11972094,Under Offer
PROP201386,Nodia,Althan,Studio,2,2,726,2024,Covered,Semi-Furnished,26.18593,73.899883,7168346,Withdrawn
PROP201387,Kalkata,Indiranagar,Penthouse,3,3,962,2013,Covered,Furnished,17.897078,75.369935,4753114,Under Offer
PROP201388,Gurugram,DLF Phase 3,Penthouse,2,2,704,2013,Covered,Furnished,17.748518,86.286073,6019889,Withdrawn
PROP201389,New Delhi,DLF Phase 3,Plot,2,2,306,1986,No,Unfurnished,17.241375,84.218418,5899276,Withdrawn
PROP201390,Bengaluru,Satellite,Apartment,2,2,1262,2023,Street,Unfurnished,26.772572,86.836313,5826479,Active
PROP201391,Hydrabad,Indiranagar,Penthouse,2,2,1665,2017,Street,Semi-Furnished,16.186118,85.936609,12339828,Withdrawn
PROP201392,Kalkata,Satellite,Apartment,3,1,1451,1983,Yes,Furnished,19.056561,80.230723,13185852,Under Offer
PROP201393,Kolkata,DLF Phase 3,Penthouse,2,1,864,1989,Covered,Furnished,24.528007,78.109574,7552077,Active
PROP201394,Kalkata,Banjara Hills,Penthouse,1,2,1478,1994,Street,Semi-Furnished,16.116641,81.362651,12885431,Withdrawn
PROP201395,Ahmedabad,Althan,Studio,2,2,744,1988,No,Semi-Furnished,28.357382,84.741195,6037591,Withdrawn
PROP201396,Jaypur,Malviya Nagar,Plot,1,3,-83,1988,Covered,Semi-Furnished,20.093851,74.943322,2890167,Sold
PROP201397,Surrat,Salt Lake,Studio,2,1,983,1989,Street,Semi-Furnished,28.007807,79.210737,1500000,Withdrawn
PROP201398,Bengaluru,Malviya Nagar,Plot,4,,1422,2001,Yes,Unfurnished,24.796957,88.19133,12543355,Active
PROP201399,Ahmedabad,Satellite,Apartment,2,1,473,2004,Street,Semi-Furnished,18.909256,84.632316,8456225,Under Offer
PROP201400,Delhi,Satellite,Studio,2,2,1051,1984,Street,Unfurnished,20.338093,76.495527,1500000,Active
PROP201401,Jaypur,Sector 62,Penthouse,2,2,1229,1990,Yes,Furnished,16.040364,80.995858,11931826,Active
PROP201402,Chennai,Sector 62,Villa,2,3,1325,2012,Street,Unfurnished,17.542469,75.472368,11067603,Withdrawn
PROP201403,Surrat,Kothrud,Apartment,3,3,1878,,Covered,Unfurnished,24.757611,84.974047,3142008,Sold
PROP201404,Jaypur,Malviya Nagar,Penthouse,5,2,791,2013,No,Semi-Furnished,19.913293,80.921918,12988213,Sold
PROP201405,Bengluru,Althan,Villa,2,2,844,2024,Street,Unfurnished,26.554908,84.595458,14262641,Withdrawn
PROP201406,Kolkata,DLF Phase 3,Villa,4,3,1293,2021,Yes,Furnished,13.480475,76.522642,12768340,Withdrawn
PROP201407,Noida,Althan,Villa,1,1,1674,2024,Street,Furnished,21.949028,75.555024,7492542,Under Offer
PROP201408,Chennnai,T Nagar,Row House,3,2,1282,1993,Street,Semi-Furnished,22.62702,85.68984,7274235,Under Offer
PROP201409,Ahmedabad,Althan,Villa,1,2,1004,,Covered,Unfurnished,13.835884,74.367534,6940373,Active
PROP201410,Gurugram,DLF Phase 3,Apartment,2,2,1090,2016,Yes,Semi-Furnished,23.322244,81.021861,5974611,Sold
PROP201411,Nodia,T Nagar,Studio,2,3,1871,1993,Covered,Semi-Furnished,24.949137,73.484289,14922673,Active
PROP201412,Chennai,Salt Lake,Row House,2,2,1545,1986,No,Unfurnished,28.478153,75.332442,13447658,Sold
PROP201413,Noida,T Nagar,Penthouse,3,3,1477,2001,Covered,Unfurnished,16.703192,75.288799,6672043,Sold
PROP201414,Nodia,T Nagar,Studio,4,1,1303,2017,No,Unfurnished,21.017171,85.750872,2730982,Active
PROP201415,Gurgaon,DLF Phase 3,Penthouse,3,1,1685,2018,No,Unfurnished,12.851965,72.754978,15130866,Sold
PROP201416,Gurugrm,Satellite,Villa,3,1,1499,,Yes,Semi-Furnished,26.609483,78.846083,9407397,Withdrawn
PROP201417,Jaipur,Satellite,Villa,1,1,1357,1993,No,Unfurnished,23.213373,85.394899,8095447,Under Offer
PROP201418,Ahemdabad,Banjara Hills,Plot,1,3,1050,1991,Yes,Semi-Furnished,25.233865,80.835005,13438512,Sold
PROP201419,Chennai,Satellite,Row House,2,,1118,1999,No,Semi-Furnished,19.359195,80.096747,11795952,Sold
PROP201420,Surrat,Andheri,Plot,1,2,1340,1998,Street,Furnished,15.418806,86.2591,10125080,Withdrawn
PROP201421,Bangalore,Sector 62,Penthouse,2,2,456,2021,Yes,Furnished,20.847239,86.572885,9459832,Under Offer
PROP201422,New Delhi,Kothrud,Row House,,2,877,1983,Street,Furnished,15.781181,76.416296,10317413,Under Offer
PROP201423,Mumbai,Sector 62,Apartment,1,2,715,2019,Yes,Furnished,21.584289,77.87321,11946464,Under Offer
PROP201424,Chennai,Banjara Hills,Apartment,1,3,1398,1986,Yes,Semi-Furnished,18.942022,73.022254,11891879,Under Offer
PROP201425,Jaipur,Sector 62,Studio,4,2,1906,2007,No,Furnished,26.064961,81.689942,18984193,Active
PROP201426,Chennnai,Salt Lake,Row House,1,2,1596,2019,Covered,Unfurnished,18.286318,78.605104,7891245,Active
PROP201427,New Delhi,Sector 62,Penthouse,2,2,1287,1985,No,Furnished,25.169928,76.015175,8385267,Withdrawn
PROP201428,Gurgaon,Salt Lake,Plot,2,1,611,1986,Street,Furnished,28.282798,87.96168,8712025,Sold
PROP201429,Calcutta,Kothrud,Penthouse,3,2,2041,,No,Furnished,17.279219,81.72306,11499181,Sold
PROP201430,Mumbay,Satellite,Penthouse,2,3,1453,1981,Street,Semi-Furnished,26.876212,78.090829,15575213,Active
PROP201431,Bangalore,Kothrud,Studio,2,1,1718,2016,Street,Unfurnished,27.742454,73.222615,12559766,Active
PROP201432,Chennnai,Kothrud,Penthouse,3,2,1359,2016,Yes,Semi-Furnished,18.204789,84.273973,11625806,Withdrawn
PROP201433,Hydrabad,Satellite,Villa,2,2,1519,2002,Street,Unfurnished,24.709772,83.857546,7494820,Active
PROP201434,Surat,Althan,Villa,2,2,1751,1993,No,Furnished,23.233831,88.318146,11143196,Under Offer
PROP201435,Gurugrm,Althan,Apartment,2,3,1019,1997,No,Unfurnished,21.866545,82.470015,12668675,Active
PROP201436,Chennai,DLF Phase 3,Row House,1,1,1532,1990,Street,Furnished,20.004255,81.415127,5681635,Withdrawn
PROP201437,New Delhi,Althan,Apartment,,4,261,1993,Covered,Unfurnished,21.091318,77.128268,8364412,Under Offer
PROP201438,Nodia,Sector 62,Plot,3,3,1641,1998,Street,Unfurnished,26.468878,76.321346,3295137,Sold
PROP201439,Kalkata,Andheri,Penthouse,2,1,1525,1982,Yes,Furnished,21.791943,77.675994,8990798,Active
PROP201440,Hyderbad,Indiranagar,Plot,3,1,1236,2021,No,Furnished,22.948303,81.597096,8747859,Active
PROP201441,Ahemdabad,Kothrud,Row House,1,1,1640,2018,Street,Furnished,24.652956,87.925634,9361616,Withdrawn
PROP201442,Mumbaai,Andheri,Apartment,1,1,2549,1980,Street,Semi-Furnished,15.861723,86.798252,5956060,Active
PROP201443,Hyderabad,Kothrud,Row House,3,1,1444,2005,Yes,Furnished,19.467103,74.400102,8295143,Withdrawn
PROP201444,Mumbaai,DLF Phase 3,Villa,3,2,1286,2007,Covered,Unfurnished,17.875538,74.876984,3316961,Active
PROP201445,Ahmedabad,DLF Phase 3,Plot,1,,903,2004,No,Semi-Furnished,19.457444,72.975802,10580750,Active
PROP201446,Ahemdabad,Satellite,Apartment,3,2,1272,2019,No,Furnished,17.01729,87.844045,9659893,Withdrawn
PROP201447,Gurgaon,Malviya Nagar,Penthouse,3,2,969,,Covered,Unfurnished,21.125423,87.266381,9444315,Under Offer
PROP201448,Kalkata,DLF Phase 3,Row House,2,3,1685,2020,Yes,Semi-Furnished,12.853289,77.869628,2783248,Withdrawn
PROP201449,Dehli,Althan,Penthouse,2,1,1121,1999,No,Semi-Furnished,27.830303,81.991024,14668756,Active
PROP201450,Kalkata,Kothrud,Villa,1,2,1349,2002,Yes,Unfurnished,26.4852,83.769928,3987169,Under Offer
PROP201451,Surrat,Salt Lake,Villa,2,2,1445,2019,Street,Semi-Furnished,24.876728,74.801537,4665748,Under Offer
PROP201452,Punna,Satellite,Studio,4,3,1369,2023,Street,Semi-Furnished,22.777098,88.167799,13938347,Sold
PROP201453,Chennnai,DLF Phase 3,Villa,2,1,1283,1988,Street,Semi-Furnished,27.529247,79.398953,13539390,Withdrawn
PROP201454,Hyderbad,Indiranagar,Plot,3,3,1327,2020,Street,Unfurnished,20.629621,79.822317,16114620,Withdrawn
PROP201455,Gurugrm,Malviya Nagar,Row House,2,2,1046,1995,Street,Furnished,26.880989,86.236753,10826196,Sold
PROP201456,Nodia,Andheri,Studio,2,3,1435,2001,Yes,Furnished,16.280702,76.139531,15418798,Sold
PROP201457,Ahmedabad,Banjara Hills,Row House,5,2,1358,2022,Covered,Furnished,25.781377,88.123165,11170947,Sold
PROP201458,Ahemdabad,Satellite,Apartment,2,,1146,1980,No,Unfurnished,25.255813,80.42576,14268621,Sold
PROP201459,Chennai,Althan,Plot,2,1,1000,1981,Covered,Furnished,15.417078,79.444337,11853357,Sold
PROP201460,Jaipur,Banjara Hills,Villa,2,1,2058,1989,No,Semi-Furnished,13.274684,84.610646,12857705,Under Offer
PROP201461,Jaypur,Andheri,Apartment,3,3,1173,1988,Covered,Semi-Furnished,22.066716,75.6002,7736997,Under Offer
PROP201462,Mumbay,Sector 62,Villa,2,,1952,2024,No,Unfurnished,14.27153,82.023542,10418342,Active
PROP201463,Mumbaai,Andheri,Plot,2,2,1703,1987,Yes,Semi-Furnished,21.874827,74.666387,8987501,Sold
